1,-0.039221713870764
2,-0.08608803910017
3,-0.16516388082504
4,-0.21209482467175
5,-0.25724805343151
6,-0.28720419490337
7,-0.29875303316116
8,-0.30827509558201
9,-0.34414884364605
10,-0.45101404255629
11,-0.52390958654881
12,-0.54987085461617
13,-0.54759183239937
14,-0.5414869966507
15,-0.53737711763382
16,-0.55663867473602
17,-0.55051146292686
18,-0.5600018157959
19,-0.528419293046
20,-0.55494042682648
21,-0.60025869548321
22,-0.60584501338005
23,-0.61955435323715
24,-0.56297829425335
25,-0.56452477037907
26,-0.51090985023975
27,-0.43836925184727
28,-0.43404640996456
29,-0.41233416175842
30,-0.38006203866005
31,-0.35445768916607
32,-0.30434643936157
33,-0.28986469483376
34,-0.26612943577766
35,-0.26001595187187
36,-0.27397701132298
37,-0.25113397979736
38,-0.26228211903572
39,-0.23275652563572
40,-0.23278466582298
41,-0.23536169910431
42,-0.23552758347988
43,-0.26656704473495
44,-0.23555584084988
45,-0.21958861577511
46,-0.21235245406628
47,-0.19236077666283
48,-0.20597528707981
49,-0.2066180062294
50,-0.20180555462837
51,-0.17858661842346
52,-0.18114964962006
53,-0.18467670333385
54,-0.1676502161026
55,-0.1743116055727
56,-0.16487859320641
57,-0.1488944196701
58,-0.13687021172047
59,-0.15149549734592
60,-0.14469087707996
61,-0.15923279857635
62,-0.13924461603165
63,-0.10861786818504
64,-0.092891018033028
65,-0.086945027470589
66,-0.10515263080597
67,-0.097472587585449
68,-0.08769202375412
69,-0.089009696483612
70,-0.076255015015602
71,-0.082351405143738
72,-0.10591663193703
73,-0.10250155234337
74,-0.10880286765099
75,-0.10862943220139
76,-0.12024115896225
77,-0.12196779179573
78,-0.11778739881516
79,-0.1045371119976
80,-0.099472584724426
81,-0.087682006239891
82,-0.082646775841713
83,-0.075779815554619
84,-0.066599355697632
85,-0.039750346183777
86,-0.052736337065697
87,-0.041633208632469
88,-0.033747999787331
89,-0.018715925335884
90,-0.016242628574371
91,-0.014869958758354
92,-0.018914625287056
93,-0.0033151375055313
94,-0.0086528804302216
